RunID,Evaluations,Current_Fitness,Best_Fitness,Temperature,Operator
15,1.0379e+06,2046.64,846.041,24.9805,INSERT
15,1.038e+06,2109.51,846.041,24.7319,2OPT
15,1.0381e+06,2163.61,846.041,24.4858,ROUTE_MERGE
15,1.0382e+06,2278.6,846.041,24.2421,REMOVE
15,1.0383e+06,2262.64,846.041,24.0009,2OPT
15,1.0384e+06,2070.23,846.041,23.7621,2OPT
15,1.0385e+06,2050.03,846.041,23.5256,LOCAL_SWAP
15,1.0386e+06,2079.28,846.041,23.2915,ROUTE_MERGE
15,1.0387e+06,2029.22,846.041,23.0598,ROUTE_MERGE
15,1.0388e+06,2182.47,846.041,22.8303,INSERT
15,1.0389e+06,2250.68,846.041,22.6031,REMOVE
15,1.039e+06,2267.26,846.041,22.3782,2OPT
15,1.0391e+06,2181.12,846.041,22.1556,INSERT
15,1.0392e+06,2063.66,846.041,21.9351,REMOVE
15,1.0393e+06,2051.28,846.041,21.7168,2OPT
15,1.0394e+06,2168.67,846.041,21.5007,INSERT
15,1.0395e+06,2102.45,846.041,21.2868,INSERT
15,1.0396e+06,1912.34,846.041,21.075,GLOBAL_SWAP
15,1.0397e+06,1817.93,846.041,20.8652,2OPT
15,1.0398e+06,1947.06,846.041,20.6576,ROUTE_MERGE
15,1.0399e+06,1833.18,846.041,20.4521,GLOBAL_SWAP
15,1.04e+06,2080.89,846.041,20.2486,GLOBAL_SWAP
15,1.0401e+06,2032.28,846.041,20.0471,REMOVE
15,1.0402e+06,2231.78,846.041,19.8476,2OPT
15,1.0403e+06,2082.49,846.041,19.6501,REMOVE
15,1.0404e+06,2063.4,846.041,19.4546,INSERT
15,1.0405e+06,1973.75,846.041,19.261,INSERT
15,1.0406e+06,2015.42,846.041,19.0693,2OPT
15,1.0407e+06,1996.62,846.041,18.8796,LOCAL_SWAP
15,1.0408e+06,1904.5,846.041,18.6917,GLOBAL_SWAP
15,1.0409e+06,1786.33,846.041,18.5057,2OPT
15,1.041e+06,2061.68,846.041,18.3216,INSERT
15,1.0411e+06,1843.95,846.041,18.1392,2OPT
15,1.0412e+06,1910.25,846.041,17.9588,2OPT
15,1.0413e+06,1901.34,846.041,17.7801,2OPT
15,1.0414e+06,1865.95,846.041,17.6031,INSERT
15,1.0415e+06,1763.73,846.041,17.428,GLOBAL_SWAP
15,1.0416e+06,1819.29,846.041,17.2545,2OPT
15,1.0417e+06,1961.46,846.041,17.0829,2OPT
15,1.0418e+06,1961.31,846.041,16.9129,INSERT
15,1.0419e+06,1980.77,846.041,16.7446,INSERT
15,1.042e+06,2014.89,846.041,16.578,REMOVE
15,1.0421e+06,1993.67,846.041,16.413,INSERT
15,1.0422e+06,2030.05,846.041,16.2497,2OPT
15,1.0423e+06,1837.75,846.041,16.088,ROUTE_MERGE
15,1.0424e+06,1857.22,846.041,15.9279,INSERT
15,1.0425e+06,1856.98,846.041,15.7694,GLOBAL_SWAP
15,1.0426e+06,1764.47,846.041,15.6125,INSERT
15,1.0427e+06,1671.94,846.041,15.4571,LOCAL_SWAP
15,1.0428e+06,1642.25,846.041,15.3033,INSERT
15,1.0429e+06,1675.79,846.041,15.151,GLOBAL_SWAP
15,1.043e+06,1730.07,846.041,15.0003,2OPT
15,1.0431e+06,1750.45,846.041,14.851,INSERT
15,1.0432e+06,1813.75,846.041,14.7032,REMOVE
15,1.0433e+06,1849.55,846.041,14.5569,ROUTE_MERGE
15,1.0434e+06,1792.32,846.041,14.4121,2OPT
15,1.0435e+06,1795.35,846.041,14.2687,INSERT
15,1.0436e+06,1771.96,846.041,14.1267,ROUTE_MERGE
15,1.0437e+06,1720.59,846.041,13.9861,2OPT
15,1.0438e+06,1759.69,846.041,13.8469,GLOBAL_SWAP
15,1.0439e+06,1741.3,846.041,13.7092,GLOBAL_SWAP
15,1.044e+06,1800.05,846.041,13.5727,ROUTE_MERGE
15,1.0441e+06,1716.4,846.041,13.4377,ROUTE_MERGE
15,1.0442e+06,1684.67,846.041,13.304,LOCAL_SWAP
15,1.0443e+06,1771.05,846.041,13.1716,INSERT
15,1.0444e+06,1750.68,846.041,13.0405,INSERT
15,1.0445e+06,1748.31,846.041,12.9108,LOCAL_SWAP
15,1.0446e+06,1700.57,846.041,12.7823,ROUTE_MERGE
15,1.0447e+06,1655.03,846.041,12.6551,INSERT
15,1.0448e+06,1697.73,846.041,12.5292,ROUTE_MERGE
15,1.0449e+06,1661.21,846.041,12.4045,ROUTE_MERGE
15,1.045e+06,1705.16,846.041,12.2811,2OPT
15,1.0451e+06,1678.94,846.041,12.1589,ROUTE_MERGE
15,1.0452e+06,1688.99,846.041,12.0379,2OPT
15,1.0453e+06,1655.78,846.041,11.9181,2OPT
15,1.0454e+06,1561.69,846.041,11.7995,2OPT
15,1.0455e+06,1544.22,846.041,11.6821,INSERT
15,1.0456e+06,1545.43,846.041,11.5658,LOCAL_SWAP
15,1.0457e+06,1580.19,846.041,11.4507,INSERT
15,1.0458e+06,1595.62,846.041,11.3368,LOCAL_SWAP
15,1.0459e+06,1619.12,846.041,11.224,2OPT
15,1.046e+06,1624.06,846.041,11.1123,ROUTE_MERGE
15,1.0461e+06,1698.69,846.041,11.0017,INSERT
15,1.0462e+06,1727.85,846.041,10.8923,INSERT
15,1.0463e+06,1721.6,846.041,10.7839,2OPT
15,1.04631e+06,1721.6,846.041,250,REHEAT
15,1.0464e+06,2816.33,846.041,247.661,ROUTE_MERGE
15,1.0465e+06,2745.04,846.041,245.197,LOCAL_SWAP
15,1.0466e+06,2533.39,846.041,242.757,REMOVE
15,1.0467e+06,2597.21,846.041,240.341,INSERT
15,1.0468e+06,2730.57,846.041,237.949,2OPT
15,1.0469e+06,2712.74,846.041,235.582,INSERT
15,1.047e+06,2743.15,846.041,233.238,2OPT
15,1.0471e+06,2853.07,846.041,230.917,GLOBAL_SWAP
15,1.0472e+06,2854.95,846.041,228.619,2OPT
15,1.0473e+06,2532.94,846.041,226.344,ROUTE_MERGE
15,1.0474e+06,2841.78,846.041,224.092,INSERT
15,1.0475e+06,2544.69,846.041,221.862,GLOBAL_SWAP
15,1.0476e+06,2451.7,846.041,219.654,2OPT
15,1.0477e+06,2643.81,846.041,217.468,LOCAL_SWAP
15,1.0478e+06,2709.37,846.041,215.305,2OPT
15,1.0479e+06,2594.2,846.041,213.162,INSERT
15,1.048e+06,2635.67,846.041,211.041,2OPT
15,1.0481e+06,2814.04,846.041,208.941,INSERT
15,1.0482e+06,2888.07,846.041,206.862,LOCAL_SWAP
15,1.0483e+06,2489.75,846.041,204.803,INSERT
15,1.0484e+06,2634.84,846.041,202.766,2OPT
15,1.0485e+06,2879.48,846.041,200.748,2OPT
15,1.0486e+06,2767.68,846.041,198.75,2OPT
15,1.0487e+06,2526.08,846.041,196.773,LOCAL_SWAP
15,1.0488e+06,2778.76,846.041,194.815,INSERT
15,1.0489e+06,2637.92,846.041,192.876,2OPT
15,1.049e+06,2747.03,846.041,190.957,ROUTE_MERGE
15,1.0491e+06,2541.7,846.041,189.057,INSERT
15,1.0492e+06,2647.27,846.041,187.175,2OPT
15,1.0493e+06,2665.19,846.041,185.313,ROUTE_MERGE
15,1.0494e+06,2742.34,846.041,183.469,2OPT
15,1.0495e+06,2576.39,846.041,181.643,2OPT
